,Product Name,Brand,ID,Retail Price,Whole Sale,Supplier,Description
983,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Dennis Bolton,39367,4.13,5.04,British Columbia,Binders and Binder Accessories
984,Ampad #10 Peel & Seel® Holiday Envelopes,Dennis Bolton,39367,4.48,2.5,British Columbia,Envelopes
985,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Roy Skaria,39655,7.28,3.52,British Columbia,Computer Peripherals
986,Durable Pressboard Binders,Jim Karlsson,40803,3.8,1.49,British Columbia,Binders and Binder Accessories
987,"Global Leather and Oak Executive Chair, Black",Jim Karlsson,40803,300.98,64.73,British Columbia,Chairs & Chairmats
988,3M Organizer Strips,Barbara Fisher,40806,5.4,7.78,British Columbia,Binders and Binder Accessories
989,Xerox 1983,Anna Andreadi,43523,5.98,5.46,British Columbia,Paper
990,Advantus Map Pennant Flags and Round Head Tacks,Seth Vernon,44199,3.95,2,British Columbia,Rubber Bands
991,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Alex Avila,44231,160.98,30,British Columbia,Chairs & Chairmats
992,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Alex Avila,44231,17.98,4,British Columbia,Computer Peripherals
993,5185,Alex Avila,44231,115.99,8.99,British Columbia,Telephones and Communication
994,Hon Every-Day® Chair Series Swivel Task Chairs,Sonia Sunley,45573,120.98,30,British Columbia,Chairs & Chairmats
995,Avery 494,Lisa DeCherney,45763,2.61,0.5,British Columbia,Labels
996,Xerox 1905,Dennis Bolton,48165,6.48,9.54,British Columbia,Paper
997,Dana Halogen Swing-Arm Architect Lamp,Anthony O'Donnell,48197,40.97,14.45,British Columbia,Office Furnishings
998,Maxell DVD-RAM Discs,Barbara Fisher,48484,16.48,1.99,British Columbia,Computer Peripherals
999,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Barbara Fisher,48484,20.24,6.67,British Columbia,Office Furnishings
1000,Computer Printout Paper with Letter-Trim Perforations,Barbara Fisher,48484,18.97,9.03,British Columbia,Paper
